carat,depth,price,x,y,z,class
1.1,62.2,4275,6.62,6.65,4.13,3
1.01,62.7,4276,6.42,6.37,4.01,3
0.9,58.4,4276,6.33,6.38,3.71,1
1.1,63,4276,6.53,6.59,4.13,2
1.1,62.1,4276,6.59,6.61,4.1,2
1.08,60.5,4276,6.61,6.67,4.02,2
1.14,62.1,4276,6.71,6.72,4.17,2
1.07,62.1,4276,6.54,6.6,4.08,3
1,64.9,4276,6.24,6.31,4.07,2
1.01,64.2,4276,6.33,6.31,4.06,3
1.01,64.1,4276,6.21,6.16,3.97,3
1.01,65.9,4276,6.16,6.1,4.04,3
1.01,67.2,4276,6.06,6,4.05,3
1.01,65.9,4276,6.32,6.18,4.12,2
1.01,62.3,4276,6.38,6.31,3.95,3
1.12,62.4,4277,6.59,6.64,4.13,1
1.29,66,4277,6.82,6.75,4.48,1
0.9,57.4,4277,6.26,6.29,3.6,2
1.04,62,4277,6.6,6.53,4.07,1
1.04,60.9,4277,6.58,6.52,3.99,1
1.04,62.9,4277,6.47,6.43,4.06,1
0.9,64,4278,6.02,6.07,3.87,1
1,61.9,4278,6.41,6.45,3.98,3
0.33,62,579,4.41,4.43,2.74,1
0.33,62.5,579,4.42,4.45,2.77,1
0.33,59.2,579,4.5,4.55,2.68,2
0.33,61.2,579,4.46,4.49,2.74,1
0.33,61.9,579,4.43,4.46,2.75,1
0.32,61.5,580,4.39,4.43,2.71,1
0.32,61.4,580,4.43,4.49,2.74,2
0.32,61,580,4.43,4.45,2.71,2
0.26,59.5,580,4.22,4.18,2.5,3
0.26,62.3,580,4.1,4.08,2.55,3
0.26,60.9,580,4.13,4.11,2.51,3
0.26,60.1,580,4.15,4.1,2.48,1
0.26,62.1,580,4.13,4.11,2.56,1
0.26,60.4,580,4.19,4.15,2.52,1
0.26,61.8,580,4.13,4.09,2.54,1
0.26,61.9,580,4.11,4.1,2.54,1
0.26,62,580,4.12,4.1,2.55,2
0.35,61.6,580,4.62,4.53,2.82,2
0.32,59.3,580,4.45,4.49,2.65,1
0.3,63,581,4.24,4.27,2.68,2
0.3,62,581,4.27,4.34,2.67,2
0.3,62.6,581,4.29,4.31,2.69,1
0.3,62.5,581,4.29,4.32,2.69,2
0.3,61.5,581,4.34,4.38,2.68,2
0.38,62.3,581,4.6,4.65,2.88,2
0.34,61.9,581,4.5,4.52,2.79,3
0.43,62,581,4.83,4.78,2.98,2
0.31,55.9,581,4.6,4.56,2.56,1
0.38,60.2,581,4.65,4.68,2.81,2
0.38,62.3,581,4.58,4.63,2.87,2
0.97,61.3,4278,6.37,6.41,3.92,3
1.07,58.5,4278,6.71,6.59,3.89,1
1.07,59.9,4278,6.67,6.61,3.98,1
1.24,60.8,4278,6.98,6.94,4.23,1
1.24,60.8,4278,6.98,6.94,4.23,1
1.07,59.8,4278,6.7,6.65,3.99,1
0.91,63.9,4279,6.1,6.17,3.92,3
0.91,59.7,4279,6.33,6.36,3.79,3
0.61,62.1,4279,5.46,5.43,3.38,2
1.03,61.9,4280,6.47,6.43,3.99,3
1.02,60.8,4281,6.42,6.5,3.93,2
1.02,62.7,4281,6.37,6.43,4.01,2
0.92,61.8,4281,6.25,6.37,3.9,1
0.64,61.5,4281,5.57,5.59,3.43,2
0.98,64.4,4281,6.33,6.24,4.03,1
1.05,58.9,4281,6.71,6.6,3.92,2
1.05,63.2,4281,6.43,6.36,4.04,1
1.13,62.3,4282,6.65,6.68,4.15,3
1.03,62.5,4282,6.41,6.45,4.02,3
1.03,61.6,4283,6.52,6.47,4,3
1.11,61.8,4283,6.59,6.64,4.09,3
1.1,61.8,4283,6.6,6.63,4.09,3
1.03,62.8,4283,6.4,6.43,4.03,2
1.03,60.6,4283,6.53,6.63,3.99,2
1.11,62.1,4283,6.63,6.51,4.1,3
1.07,60.5,4284,6.59,6.67,4.01,1
0.91,63.4,4284,6.07,6.24,3.9,1
0.91,63.6,4284,6.03,6.11,3.86,1
0.91,63.2,4284,6.07,6.15,3.86,1
0.81,62.3,4284,5.94,6,3.72,2
0.91,62.1,4284,6.21,6.25,3.87,1
1.02,60.9,4284,6.43,6.55,3.95,3
1,61.8,4284,6.37,6.34,3.93,1
1.5,68.8,4284,6.94,6.87,4.75,3
0.91,62.3,4284,6.21,6.25,3.88,1
1,62.8,4284,6.37,6.31,3.98,1
1.02,63.1,4284,6.43,6.37,4.04,2
1.02,62.7,4284,6.48,6.41,4.04,2
1.02,62.5,4284,6.44,6.4,4.01,2
1.02,58,4284,6.84,6.6,3.9,2
0.9,61.5,4284,6.25,6.2,3.83,3
1.02,60.9,4284,6.51,6.46,3.95,2
1.02,59.8,4284,6.54,6.5,3.9,2
1.02,61.8,4284,6.51,6.47,4.01,2
1.02,60,4284,6.57,6.53,3.93,3
0.72,62.1,4285,5.72,5.77,3.57,1
1.01,61.4,4285,6.29,6.42,3.9,1
1.02,58.7,4286,6.61,6.55,3.86,1
0.9,62.9,4286,6.09,6.12,3.84,1
0.92,61.6,4287,6.3,6.24,3.86,1
0.9,59.9,4288,6.25,6.34,3.77,1
0.71,63.6,4289,5.7,5.75,3.64,2
0.91,63.9,4289,6.05,6.12,3.89,1
0.9,62.1,4289,6.11,6.19,3.82,2
1.04,62,4290,6.47,6.5,4.02,2
1.04,61.8,4290,6.47,6.51,4.01,2
1.04,61.1,4290,6.6,6.66,4.05,2
1.03,62.9,4290,6.37,6.47,4.04,1
1.04,62.3,4290,6.4,6.44,4,1
1.12,62.7,4290,6.66,6.61,4.16,2
1.02,62.7,4291,6.42,6.44,4.03,1
1.02,62.9,4291,6.38,6.4,4.02,1
1.02,62.5,4291,6.37,6.42,4,1
1.02,61.6,4291,6.46,6.47,3.98,1
0.9,61.8,4291,6.13,6.16,3.8,2
1.29,61.1,4291,7,6.94,4.26,2
1.03,63.4,4292,6.36,6.42,4.05,3
1.05,63.5,4292,6.46,6.43,4.09,2
0.85,62,4293,6.08,6.14,3.78,3
0.56,61.9,4293,5.28,5.31,3.28,2
0.91,60.6,4293,6.3,6.25,3.8,2
1.18,63.5,4294,6.68,6.74,4.26,3
1.13,62.3,4294,6.68,6.65,4.15,2
1.01,62.2,4295,6.35,6.39,3.96,3
1,59.4,4295,6.59,6.65,3.93,2
1,61.5,4295,6.32,6.27,3.87,2
1,57.8,4295,6.61,6.55,3.8,2
1,63.5,4295,6.35,6.32,4.02,2
1,64.4,4295,6.32,6.28,4.06,1
1,63.1,4295,6.41,6.31,4.01,1
1,66.2,4295,6.25,6.15,4.11,1
1,63.3,4295,6.29,6.19,3.95,2
1,60.3,4295,6.48,6.45,3.9,2
1,60.8,4295,6.45,6.41,3.91,2
0.9,60.5,4296,6.2,6.24,3.76,1
0.9,61.5,4296,6.18,6.21,3.81,1
1.02,60.5,4297,6.52,6.56,3.95,2
0.9,62.4,4297,6.14,6.16,3.84,1
0.93,62.3,4297,6.22,6.18,3.86,3
0.91,63.4,4298,6.12,6.18,3.9,2
1.01,61.8,4298,6.43,6.38,3.96,3
1.01,61.6,4299,6.44,6.42,3.96,1
1.01,63.4,4299,6.32,6.26,3.99,1
1.01,63.2,4299,6.43,6.3,4.02,3
1.01,63.3,4299,6.39,6.37,4.04,3
1.01,61.5,4299,6.5,6.42,3.97,1
1.2,63.1,4301,6.65,6.58,4.18,2
1.2,60.8,4301,6.8,6.75,4.12,2
0.96,63,4301,6.24,6.21,3.92,1
1.01,61.5,4302,6.41,6.46,3.96,3
1.13,62.4,4303,6.66,6.63,4.15,1
0.91,62.8,4303,6.12,6.17,3.86,2
1.02,59.7,4303,6.53,6.57,3.91,2
1.09,59.3,4303,6.79,6.74,4.01,3
0.77,61.1,4304,5.91,5.94,3.62,3
0.93,62.8,4304,6.19,6.24,3.9,1
0.8,62.9,4304,5.88,5.95,3.72,1
1.01,59.1,4304,6.57,6.62,3.9,3
0.9,60.7,4304,6.23,6.16,3.76,2
0.9,63.3,4304,6.12,6.07,3.86,2
0.9,61.2,4304,6.19,6.14,3.77,2
0.9,62.7,4304,6.16,6.12,3.85,2
0.9,61.5,4304,6.21,6.15,3.8,2
0.9,61,4304,6.13,6.1,3.73,2
0.9,63.5,4304,6.15,6.11,3.89,2
0.9,59.4,4304,6.24,6.19,3.69,2
0.9,62.7,4304,6.15,6.09,3.84,2
0.9,62.6,4304,6.15,6.11,3.84,2
1,63.6,4305,6.35,6.26,4.01,2
1.01,62.5,4306,6.35,6.38,3.98,2
1.01,62.3,4306,6.36,6.42,3.98,2
1.13,61.7,4307,6.59,6.7,4.13,2
1.11,62.3,4307,6.64,6.68,4.15,1
1.07,61.8,4307,6.52,6.56,4.04,2
1,62.1,4307,6.36,6.4,3.96,1
1.16,60.1,4307,6.9,6.72,4.09,1
1,62.5,4308,6.31,6.37,3.96,1
0.98,61.8,4308,6.37,6.32,3.92,3
1.01,58.6,4308,6.66,6.62,3.89,1
0.9,63.1,4309,6.14,6.04,3.84,1
0.9,63.7,4309,6.02,5.98,3.82,1
0.9,63.6,4309,6.06,6.11,3.87,3
0.9,63.5,4309,6.1,6.13,3.88,2
0.9,62.9,4309,6.06,6.12,3.83,2
0.9,62.1,4309,6.09,6.14,3.8,2
0.9,63.8,4309,6.09,6.13,3.9,3
0.9,62.4,4309,6.15,6.19,3.85,2
0.91,59.9,4309,6.18,6.24,3.72,2
0.9,61.5,4309,6.16,6.13,3.78,1
0.92,62.6,4309,6.22,6.18,3.88,1
0.9,63.3,4309,6.19,6.11,3.89,1
0.9,65.8,4309,5.99,5.96,3.93,1
0.9,62.4,4309,6.22,6.19,3.87,1
1.04,63.2,4310,6.45,6.4,4.06,2
1.21,62.4,4310,6.77,6.73,4.21,3
0.66,60.7,4311,5.6,5.67,3.42,2
1,61.9,4311,6.39,6.43,3.97,1
1,60.7,4311,6.38,6.44,3.89,1
1,64.5,4312,6.34,6.28,4.07,2
1,62.2,4312,6.35,6.38,3.96,1
1.21,62.7,4312,6.72,6.77,4.23,3
1,60.6,4312,6.39,6.44,3.89,1
1,63.3,4312,6.25,6.29,3.97,1
1.12,60.6,4312,6.73,6.77,4.09,2
1.1,57.7,4312,6.82,6.77,3.92,2
1.1,60.4,4312,6.73,6.69,4.05,2
1,65.3,4312,6.25,6.18,4.06,2
1,65.1,4312,6.27,6.23,4.07,2
1,61.9,4312,6.36,6.31,3.92,2
1,64.7,4312,6.22,6.18,4.01,1
1,68.3,4312,5.98,5.95,4.08,3
1,64.3,4312,6.18,6.13,3.96,2
1,61.4,4312,6.46,6.41,3.95,2
0.91,61.8,4313,6.18,6.22,3.83,2
1.01,63.1,4313,6.32,6.36,4,2
1.06,62.2,4313,6.49,6.53,4.05,2
1.07,59.2,4314,6.7,6.64,3.95,2
0.81,62,4314,5.96,5.98,3.7,1
0.9,60.7,4314,6.19,6.33,3.8,1
1.07,60.7,4314,6.6,6.55,3.99,2
1.07,60.4,4314,6.67,6.6,4.01,1
1.03,63,4315,6.4,6.42,4.04,1
0.9,62.6,4315,6.11,6.15,3.84,1
0.9,62.6,4315,6.06,6.11,3.81,1
0.9,63,4315,6.11,6.15,3.86,1
1.15,60.5,4315,6.83,6.8,4.13,2
0.81,59.5,4315,6.08,6.15,3.64,2
1.09,60.3,4315,6.64,6.7,4.02,2
0.9,64.2,4315,6.02,6.1,3.89,1
1.11,59.9,4315,6.78,6.71,4.04,3
0.91,59.5,4316,6.26,6.34,3.75,1
1,61.7,4316,6.4,6.46,3.97,2
1.11,62.4,4316,6.57,6.64,4.12,3
1.01,62.2,4316,6.35,6.42,3.97,2
1.04,63.1,4316,6.43,6.37,4.04,2
1.04,62.1,4316,6.48,6.41,4.01,2
1.01,59.6,4317,6.59,6.52,3.91,3
0.91,61.6,4317,6.21,6.28,3.85,2
0.93,61.7,4317,6.26,6.29,3.87,2
1.01,65.3,4317,6.28,6.24,4.09,3
0.84,60.4,4318,6.1,6.15,3.7,3
1.08,60.7,4318,6.64,6.61,4.02,1
0.9,62,4318,6.21,6.25,3.86,3
1.02,61.5,4318,6.34,6.41,3.92,2
1.08,59.8,4318,6.72,6.66,4,1
1.08,63.2,4318,6.54,6.5,4.12,1
1.05,62.5,4318,6.5,6.45,4.05,1
1.05,61.3,4318,6.6,6.55,4.03,1
1.05,63.2,4318,6.52,6.49,4.11,1
1.05,61.6,4318,6.56,6.49,4.02,1
1.02,60.3,4318,6.53,6.5,3.93,3
0.84,59.7,4318,6.16,6.13,3.67,1
1.02,63,4319,6.37,6.43,4.03,3
1.02,62.4,4319,6.4,6.43,4,3
1,61.8,4319,6.39,6.43,3.96,1
1.02,60.7,4319,6.51,6.54,3.96,2
1.07,58.2,4319,6.79,6.72,3.93,3
1.07,61.1,4319,6.66,6.6,4.05,2
1.16,62,4320,6.74,6.62,4.14,1
0.9,62.4,4320,6.1,6.15,3.82,1
0.65,61.9,4320,5.53,5.56,3.43,2
1.01,62.7,4320,6.33,6.27,3.95,2
1.01,60.3,4320,6.52,6.49,3.92,2
1.01,60.6,4320,6.39,6.35,3.86,2
1.45,64.8,4320,7.16,7,4.64,3
1.07,62.9,4321,6.51,6.58,4.12,1
0.9,60.4,4321,6.24,6.27,3.78,2
1,59.8,4321,6.47,6.53,3.89,1
1,59.6,4321,6.48,6.51,3.87,1
1,63.9,4321,6.24,6.27,4,1
1.04,62.8,4321,6.48,6.41,4.05,3
1.04,64.2,4321,6.39,6.36,4.09,3
1.12,62.4,4321,6.63,6.59,4.13,2
1.06,63.9,4321,6.45,6.41,4.11,1
1.09,59.2,4322,6.71,6.67,3.96,2
1.09,62.5,4322,6.56,6.53,4.09,1
1.09,61.8,4322,6.59,6.53,4.06,1
1.16,63.7,4323,6.63,6.68,4.24,3
0.7,61.4,4323,5.71,5.76,3.52,2
0.7,61.5,4323,5.68,5.71,3.5,2
1.04,60.3,4323,6.54,6.59,3.96,2
0.9,62.2,4324,6.1,6.15,3.81,2
0.9,63.2,4324,6.08,6.11,3.85,2
0.9,62.2,4324,6.14,6.18,3.83,2
1.17,59.6,4324,6.88,6.85,4.09,3
1.27,59.2,4324,7.06,6.99,4.16,3
0.9,60.7,4324,6.25,6.21,3.78,3
0.93,60.5,4325,6.32,6.37,3.84,1
0.71,61.6,4325,5.74,5.78,3.55,2
0.68,61.3,4325,5.66,5.69,3.48,2
0.84,61.8,4325,6.02,6.11,3.75,1
1.12,62.5,4325,6.63,6.59,4.13,3
1.03,61.1,4325,6.48,6.52,3.97,2
0.92,60.5,4325,6.27,6.32,3.81,2
1.03,63.1,4326,6.35,6.39,4.02,2
1.03,58.6,4326,6.6,6.64,3.88,2
1.01,63.2,4326,6.32,6.4,4.02,1
0.92,64,4326,6.12,6.17,3.93,3
1.03,62,4326,6.47,6.43,4,2
1.16,62.2,4326,6.75,6.68,4.18,3
1.16,62.1,4326,6.78,6.71,4.19,2
1.03,60.7,4326,6.48,6.44,3.92,1
1.01,62.4,4327,6.39,6.34,3.97,1
1.01,63.8,4327,6.32,6.28,4.02,1
0.92,61.6,4327,6.19,6.22,3.82,2
0.82,62.4,4327,5.99,6.02,3.75,2
1.01,62,4327,6.41,6.37,3.96,1
1.01,62.7,4327,6.44,6.38,4.02,1
1.01,60.5,4327,6.55,6.47,3.94,1
1.01,61.9,4327,6.46,6.39,3.98,1
1.01,59.6,4327,6.59,6.54,3.91,1
1.01,60.1,4327,6.55,6.46,3.91,1
1.01,60.5,4327,6.52,6.48,3.93,1
1.01,60.4,4327,6.57,6.52,3.95,1
1.01,62.5,4327,6.39,6.34,3.98,1
1.01,61,4327,6.48,6.43,3.94,1
1.01,60.1,4327,6.6,6.55,3.95,1
0.9,62.3,4328,6.1,6.17,3.82,2
0.9,62.5,4328,6.08,6.14,3.82,2
1,67.1,4328,6.06,6.1,4.08,3
1.15,62.5,4328,6.72,6.65,4.18,1
1.15,61.7,4328,6.78,6.7,4.16,1
1.03,57.6,4328,6.67,6.58,3.81,2
1.03,61.4,4328,6.49,6.45,3.97,1
1.5,70.1,4328,6.96,6.85,4.84,2
0.92,60.9,4328,6.33,6.29,3.84,2
1.19,63.4,4329,6.7,6.79,4.27,3
1.04,58.2,4330,6.67,6.62,3.87,2
1.01,61.7,4330,6.44,6.39,3.96,1
1.05,61.2,4331,6.55,6.62,4.03,2
1.05,61.2,4331,6.54,6.59,4.02,2
1.25,62.3,4331,6.82,6.86,4.26,3
1.19,61.9,4332,6.84,6.77,4.21,2
0.91,62.1,4332,6.15,6.18,3.83,1
1.04,60.2,4332,6.52,6.57,3.94,2
1.01,62.2,4332,6.33,6.38,3.95,3
1.01,62.1,4332,6.35,6.41,3.96,3
1.06,62.8,4333,6.52,6.47,4.08,2
1.08,62.2,4333,6.56,6.6,4.09,2
0.96,61.7,4333,6.4,6.34,3.93,3
1,62.9,4333,6.42,6.36,4.02,3
1,59.9,4333,6.46,6.42,3.86,3
1,61.6,4333,6.37,6.3,3.9,3
0.91,62.5,4334,6.1,6.16,3.83,3
0.88,62,4334,6.12,6.13,3.8,2
0.9,62.9,4334,6.15,6.12,3.86,1
0.9,62.6,4334,6.1,6.04,3.8,2
0.9,63,4334,6.13,6.1,3.85,1
0.78,62.1,4336,5.9,5.95,3.68,2
1.01,62.5,4336,6.38,6.45,4.01,2
0.39,63.3,581,4.6,4.63,2.92,3
0.39,61.4,581,4.66,4.72,2.88,3
0.39,62.7,581,4.64,4.71,2.93,1
0.38,60.5,581,4.67,4.72,2.84,2
0.39,61.3,581,4.65,4.68,2.86,3
0.25,61.7,582,4.05,4.07,2.51,1
0.25,62.6,582,4.03,4.04,2.52,1
0.25,62.6,582,4.01,4.05,2.52,1
0.31,62.1,582,4.35,4.38,2.71,1
0.25,61.1,582,4.06,4.07,2.48,1
0.25,61.2,583,4.1,4.14,2.52,3
0.23,61.4,583,3.94,3.97,2.43,3
0.23,61.5,583,3.95,4,2.44,3
0.23,61.6,583,3.96,3.99,2.45,3
0.23,61.8,583,3.94,3.96,2.44,3
0.23,62.3,583,3.93,3.96,2.46,3
0.23,62.8,583,3.92,3.94,2.47,3
0.23,62.4,583,3.95,3.98,2.47,1
0.23,62.2,583,3.93,3.96,2.45,1
0.36,61,583,4.62,4.66,2.83,2
0.27,60,583,4.21,4.22,2.53,3
0.27,61.9,583,4.14,4.16,2.57,3
0.27,61.8,583,4.18,4.2,2.59,3
0.37,61.3,583,4.61,4.65,2.84,3
0.37,61.1,583,4.63,4.6,2.82,3
0.37,60.7,583,4.68,4.65,2.83,3
0.31,61.9,583,4.36,4.37,2.7,1
0.31,63.3,583,4.28,4.31,2.72,1
0.31,63.5,583,4.31,4.32,2.74,3
0.31,61.6,583,4.35,4.38,2.69,3
1.01,62.4,4336,6.37,6.41,3.99,2
0.74,58.4,4336,6.03,6.06,3.53,3
1.01,60.6,4337,6.42,6.45,3.9,3
0.91,62,4337,6.19,6.22,3.85,2
1.21,59.9,4337,6.89,6.85,4.11,2
1.01,63.1,4338,6.43,6.37,4.04,2
1.01,63.6,4338,6.34,6.3,4.02,2
1.01,60.8,4338,6.5,6.45,3.94,2
1.01,57.6,4338,6.66,6.56,3.81,2
1.01,59.2,4338,6.58,6.52,3.88,1
1.23,58,4338,7.07,7.03,4.09,3
1.01,62.6,4338,6.39,6.35,3.99,1
1.01,61.8,4338,6.47,6.42,3.98,2
1.01,63,4338,6.32,6.27,3.96,1
1.01,62.6,4338,6.4,6.37,4,2
1.01,62.8,4338,6.33,6.29,3.96,1
0.72,60.8,4339,5.79,5.83,3.53,1
1.01,63.4,4339,6.35,6.42,4.05,3
1.01,64.2,4339,6.24,6.29,4.02,3
1.07,64.6,4340,6.35,6.4,4.12,1
1,61.5,4340,6.35,6.33,3.9,3
1.25,60.1,4340,6.99,6.95,4.19,2
1.25,61.1,4340,6.96,6.91,4.24,1
1.02,62.6,4341,6.42,6.46,4.03,2
0.7,62.4,4341,5.65,5.69,3.54,3
1.02,61.3,4341,6.47,6.45,3.96,1
0.95,60.1,4341,6.37,6.35,3.82,2
1.08,62.1,4344,6.54,6.6,4.08,2
1.04,61.7,4344,6.49,6.54,4.02,2
0.91,63.1,4345,6.13,6.19,3.89,1
1.52,62.3,4345,7.34,7.28,4.56,1
1.01,61.9,4346,6.36,6.4,3.95,3
1.2,63.6,4346,6.72,6.67,4.26,2
1.03,60.6,4347,6.58,6.57,3.99,3
1.15,62.3,4347,6.76,6.66,4.18,3
1.15,62.6,4347,6.73,6.69,4.2,2
1.15,61.8,4347,6.73,6.67,4.14,3
1.02,62.8,4348,6.33,6.38,3.99,2
1,62.3,4348,6.33,6.39,3.96,2
1.13,61.6,4348,6.73,6.78,4.16,2
1.01,58.1,4348,6.61,6.55,3.82,2
1.09,60.9,4349,6.64,6.69,4.06,2
1.13,59.4,4350,6.74,6.8,4.02,2
0.92,62.3,4350,6.21,6.27,3.89,2
0.78,62.2,4350,5.86,5.9,3.66,2
1.01,62.1,4350,6.48,6.44,4.01,1
0.93,62.8,4351,6.13,6.16,3.86,2
0.9,61.6,4351,6.19,6.21,3.82,2
1.01,60.4,4352,6.48,6.57,3.94,1
0.91,63,4352,6.15,6.11,3.86,2
1.34,61.1,4352,7.08,7.01,4.3,2
1.18,62.2,4353,6.74,6.79,4.21,3
1.27,62.4,4353,6.93,6.88,4.32,1
1.02,61.9,4353,6.47,6.51,4.02,2
0.9,64.8,4353,6.12,6.07,3.95,1
1.02,63.9,4354,6.28,6.33,4.03,3
1.1,62.1,4354,6.61,6.59,4.1,2
1.05,60.4,4354,6.61,6.54,3.97,3
1.08,61.4,4355,6.67,6.62,4.08,2
0.9,61.2,4355,6.18,6.08,3.75,2
1.01,62.1,4355,6.39,6.43,3.98,1
1.01,62.5,4355,6.39,6.42,4,1
1.01,61.8,4355,6.42,6.5,3.99,1
1.01,62.4,4355,6.36,6.42,3.99,1
1.01,59.6,4355,6.56,6.59,3.92,1
1.01,62.8,4355,6.35,6.38,4,1
1.01,63.3,4355,6.37,6.39,4.04,1
1.01,63.4,4355,6.4,6.34,4.04,3
1.01,62.3,4355,6.44,6.4,4,2
0.97,64.5,4355,6.16,6.21,3.99,2
0.9,60.3,4355,6.25,6.22,3.76,2
0.9,62,4355,6.16,6.13,3.81,2
1.08,60.5,4355,6.67,6.61,4.02,2
1.01,65,4355,6.31,6.27,4.09,2
1.01,61.3,4355,6.47,6.41,3.95,2
0.96,62.6,4355,6.28,6.24,3.92,1
0.96,63,4355,6.27,6.24,3.94,1
1.01,63.6,4355,6.36,6.28,4.02,3
1.01,61.9,4355,6.48,6.42,3.99,2
1.01,59.5,4355,6.59,6.53,3.9,1
1.1,62.7,4356,6.54,6.58,4.11,2
1.02,59.2,4356,6.51,6.56,3.87,3
1.01,61.7,4357,6.41,6.46,3.97,2
1.06,62.2,4357,6.47,6.53,4.04,3
0.91,60.8,4357,6.28,6.21,3.8,1
0.9,62.4,4358,6.11,6.17,3.83,1
1.02,61,4360,6.5,6.54,3.98,2
0.91,61,4360,6.25,6.28,3.82,1
1.13,62.3,4360,6.68,6.65,4.15,3
1.1,57,4361,6.91,6.84,3.92,2
1.1,58.6,4361,6.76,6.69,3.94,2
1.09,62,4361,6.64,6.61,4.11,3
0.7,63.4,4362,5.63,5.64,3.57,2
1.03,61.6,4362,6.46,6.49,3.99,2
1.08,60.3,4362,6.65,6.72,4.03,1
1.01,62.4,4362,6.38,6.41,3.99,1
0.72,61,4362,5.78,5.8,3.53,3
0.8,62.2,4362,5.93,5.96,3.7,3
0.9,61.1,4362,6.2,6.24,3.8,2
1.07,60.5,4362,6.67,6.59,4.01,1
0.71,61,4363,5.75,5.79,3.52,2
1.01,63.5,4363,6.32,6.38,4.03,1
1.05,61.7,4363,6.58,6.49,4.03,3
1.02,62.6,4363,6.42,6.4,4.01,1
0.85,61.6,4363,6.07,6.1,3.75,1
1.05,62.8,4363,6.55,6.48,4.09,3
1.05,62.3,4363,6.55,6.51,4.07,3
1.04,62.4,4364,6.46,6.53,4.05,3
1.05,61.3,4364,6.56,6.59,4.03,3
0.96,58.7,4365,6.41,6.39,3.76,1
0.84,60.6,4365,6.15,6.06,3.7,2
1.07,61.7,4366,6.55,6.58,4.05,3
1.07,61.8,4366,6.51,6.57,4.04,3
1.02,62,4366,6.4,6.51,4,1
0.94,60.9,4366,6.34,6.36,3.87,1
1.2,62.2,4368,6.8,6.77,4.22,2
1.5,71.3,4368,6.85,6.81,4.87,2
1.2,66.2,4368,6.55,6.47,4.31,2
1.04,61.8,4368,6.54,6.5,4.03,2
1.04,60.4,4368,6.59,6.55,3.97,2
1.2,61.1,4368,6.9,6.81,4.19,2
1.02,61.4,4368,6.4,6.44,3.94,3
1.04,62,4368,6.5,6.47,4.02,2
1.04,61.8,4368,6.51,6.47,4.01,2
1.04,61.5,4368,6.54,6.51,4.01,2
1.2,62.5,4368,6.74,6.69,4.2,2
1.3,60.7,4368,7.06,7,4.27,2
1.2,64.8,4368,6.61,6.56,4.27,2
1,61.8,4368,6.38,6.33,3.93,1
1.04,58.6,4368,6.67,6.63,3.9,2
1,65.4,4368,6.22,6.17,4.05,2
1.04,61.1,4368,6.66,6.6,4.05,2
1,57.4,4368,6.52,6.47,3.73,2
0.51,60.7,4368,5.21,5.11,3.13,3
0.9,62.5,4369,6.1,6.15,3.83,1
1.01,62.6,4369,6.34,6.44,4,2
0.7,62,4369,5.69,5.72,3.54,2
0.9,62.5,4369,6.17,6.22,3.87,2
1.01,65.5,4369,6.11,6.25,4.05,3
0.91,62.1,4370,6.17,6.2,3.84,2
0.9,62.4,4370,6.08,6.1,3.8,3
0.9,63.1,4370,6.13,6.16,3.88,3
1.02,62.9,4370,6.4,6.38,4.02,1
1.02,63.1,4370,6.41,6.34,4.02,1
1.04,62.8,4370,6.45,6.41,4.04,1
1.02,62.7,4370,6.44,6.42,4.03,1
1.02,62.5,4370,6.42,6.37,4,1
1.13,61.9,4371,6.67,6.71,4.14,3
1.01,61,4371,6.42,6.36,3.9,1
1.09,62.3,4372,6.56,6.63,4.11,3
1.06,62.8,4372,6.49,6.57,4.1,2
1.06,61.9,4372,6.5,6.52,4.03,2
1,61.3,4372,6.36,6.39,3.91,3
1,61.6,4372,6.33,6.36,3.91,3
1.06,62.4,4372,6.5,6.54,4.07,3
1,61.2,4372,6.39,6.48,3.94,3
1,61.3,4372,6.43,6.46,3.95,3
1,61.6,4372,6.39,6.47,3.96,2
1,64,4372,6.29,6.33,4.04,3
1,61.1,4372,6.35,6.38,3.89,3
0.73,61.3,4372,5.79,5.82,3.56,2
0.84,61.4,4372,6.04,6.15,3.74,1
0.93,62.3,4373,6.18,6.22,3.86,3
1.12,61.1,4373,6.66,6.69,4.08,2
1.12,62.5,4373,6.58,6.63,4.13,2
1.02,60,4373,6.53,6.57,3.93,3
0.85,61.8,4373,6.09,6.11,3.77,1
0.85,61.9,4373,6.03,6.09,3.75,2
1.32,59.2,4373,7.21,7.14,4.25,1
1.03,62.2,4374,6.46,6.49,4.03,1
1.07,61.9,4374,6.53,6.58,4.06,3
0.93,62.2,4374,6.24,6.27,3.89,1
1.05,60.2,4374,6.64,6.61,3.99,2
1.07,61.7,4374,6.59,6.56,4.06,1
1.07,60.6,4374,6.66,6.63,4.03,2
1.04,60.7,4375,6.51,6.61,3.98,1
1.04,61.4,4375,6.48,6.54,4,1
1.04,62.6,4375,6.42,6.49,4.04,1
1.01,60,4375,6.41,6.53,3.88,2
1.24,62.8,4375,6.88,6.79,4.28,2
1.24,64.9,4375,6.7,6.63,4.32,3
1.02,60.5,4375,6.56,6.52,3.95,2
0.93,63.8,4375,6.14,6.09,3.9,1
1.11,61.9,4377,6.62,6.66,4.11,2
0.76,61.7,4377,5.84,5.87,3.61,2
1.21,62,4377,6.84,6.8,4.23,3
0.83,62,4378,6.03,6.04,3.74,2
1.01,64.1,4378,6.27,6.21,4,2
